user_id,last_buy,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
4497,2025-03-30 13:55:40,1,383.69,1,5,1,2,8,流失风险用户
4503,2025-03-18 16:41:56,2,841.3299999999999,13,3,4,3,10,潜力用户
4508,2025-03-18 10:46:59,1,220.97,13,3,1,1,5,流失风险用户
4509,2025-03-12 07:38:57,2,633.5,19,2,4,3,9,流失风险用户
4523,2025-03-03 01:26:11,1,12.43,28,1,1,1,3,流失风险用户
4527,2025-03-21 22:29:35,1,952.77,10,3,1,4,8,潜力用户
4530,2025-03-19 12:37:17,2,592.86,12,3,4,2,9,潜力用户
4531,2025-03-17 19:21:11,1,234.36,14,3,1,1,5,流失风险用户
4532,2025-03-27 21:43:18,1,66.64,4,5,1,1,7,流失风险用户
4541,2025-03-29 00:33:05,1,540.52,2,5,1,2,8,流失风险用户
4545,2025-03-29 09:40:25,10,6820.73,2,5,5,5,15,高价值用户
4548,2025-03-30 21:06:04,1,606.16,1,5,1,3,9,潜力用户
4558,2025-03-28 15:03:08,3,857.19,3,5,5,3,13,潜力用户
4563,2025-03-02 23:01:36,1,60.58,29,1,1,1,3,流失风险用户
4564,2025-03-17 07:33:39,1,373.45,14,3,1,2,6,流失风险用户
4572,2025-03-23 13:36:58,2,1083.33,8,4,4,4,12,高价值用户
4573,2025-03-06 18:05:45,1,403.63,25,1,1,2,4,流失风险用户
4574,2025-03-19 13:03:21,1,327.6,12,3,1,2,6,流失风险用户
4578,2025-03-30 22:10:46,4,2204.95,1,5,5,5,15,高价值用户
4585,2025-03-30 18:14:36,12,5775.86,1,5,5,5,15,高价值用户
4588,2025-03-24 18:25:51,1,761.62,7,4,1,3,8,潜力用户
4591,2025-03-10 14:26:21,1,475.56,21,2,1,2,5,流失风险用户
4593,2025-03-26 19:29:34,9,6003.28,5,4,5,5,14,高价值用户
4597,2025-03-03 23:13:15,1,871.27,28,1,1,4,6,流失风险用户
4598,2025-03-23 19:06:10,3,1386.6,8,4,5,5,14,高价值用户
4600,2025-03-08 12:14:16,1,643.2,23,1,1,3,5,流失风险用户
4601,2025-03-21 12:35:29,6,1873.3500000000001,10,3,5,5,13,潜力用户
4606,2025-03-11 02:33:48,1,360.6,20,2,1,2,5,流失风险用户
4612,2025-03-15 02:23:35,1,777.06,16,2,1,3,6,流失风险用户
4613,2025-03-02 16:08:30,1,74.49,29,1,1,1,3,流失风险用户
4616,2025-03-29 01:16:44,1,1056.77,2,5,1,4,10,潜力用户
4627,2025-03-20 16:33:51,2,1158.79,11,3,4,4,11,潜力用户
4630,2025-03-23 19:46:02,1,557.55,8,4,1,2,7,流失风险用户
4634,2025-03-24 05:03:44,4,2521.81,7,4,5,5,14,高价值用户
4637,2025-03-30 06:02:18,2,758.95,1,5,4,3,12,潜力用户
4638,2025-03-28 23:42:50,5,1723.42,3,5,5,5,15,高价值用户
4640,2025-03-28 13:45:00,2,1353.65,3,5,4,5,14,高价值用户
4648,2025-03-01 21:36:48,1,209.36,30,1,1,1,3,流失风险用户
4655,2025-03-26 01:40:09,1,254.27,5,4,1,1,6,流失风险用户
4659,2025-03-21 01:53:58,2,322.03000000000003,10,3,4,2,9,潜力用户
4662,2025-03-27 17:26:02,1,750.99,4,5,1,3,9,潜力用户
4666,2025-03-24 07:24:01,4,2110.13,7,4,5,5,14,高价值用户
4668,2025-03-25 23:18:03,1,277.5,6,4,1,1,6,流失风险用户
4678,2025-03-16 07:21:44,1,200.21,15,3,1,1,5,流失风险用户
4683,2025-03-13 12:36:30,1,762.32,18,2,1,3,6,流失风险用户
4685,2025-03-02 10:53:48,1,500.8,29,1,1,2,4,流失风险用户
4690,2025-03-23 17:32:09,1,411.62,8,4,1,2,7,流失风险用户
4691,2025-03-27 02:05:52,1,617.85,4,5,1,3,9,潜力用户
4692,2025-03-25 00:19:23,2,865.95,6,4,4,4,12,高价值用户
4693,2025-03-28 20:11:14,1,538.92,3,5,1,2,8,流失风险用户
4694,2025-03-19 09:59:40,1,1022.74,12,3,1,4,8,潜力用户
4698,2025-03-26 17:54:38,1,617.02,5,4,1,3,8,潜力用户
4700,2025-03-28 02:02:13,1,821.64,3,5,1,3,9,潜力用户
4704,2025-03-20 11:27:26,1,503.45,11,3,1,2,6,流失风险用户
4705,2025-03-28 15:05:39,1,203.9,3,5,1,1,7,流失风险用户
4708,2025-03-11 19:41:02,1,464.0,20,2,1,2,5,流失风险用户
4711,2025-03-12 05:36:05,1,424.03,19,2,1,2,5,流失风险用户
4715,2025-03-30 08:40:24,1,801.18,1,5,1,3,9,潜力用户
4716,2025-03-03 06:58:40,1,855.05,28,1,1,3,5,流失风险用户
4717,2025-03-12 09:25:10,1,853.92,19,2,1,3,6,流失风险用户
4720,2025-03-13 21:53:29,1,523.42,18,2,1,2,5,流失风险用户
4721,2025-03-16 08:08:11,1,342.92,15,3,1,2,6,流失风险用户
4722,2025-03-22 07:26:36,1,705.13,9,4,1,3,8,潜力用户
4725,2025-03-29 11:45:17,1,597.78,2,5,1,2,8,流失风险用户
4727,2025-03-14 23:30:38,2,1002.5,17,2,4,4,10,流失风险用户
4728,2025-03-29 06:54:52,2,744.44,2,5,4,3,12,潜力用户
4736,2025-03-25 23:25:09,1,420.2,6,4,1,2,7,流失风险用户
4741,2025-03-05 04:04:15,1,580.96,26,1,1,2,4,流失风险用户
4742,2025-03-19 00:18:26,1,214.88,12,3,1,1,5,流失风险用户
4745,2025-03-30 13:24:10,2,717.94,1,5,4,3,12,潜力用户
4746,2025-03-20 20:16:57,2,782.1800000000001,11,3,4,3,10,潜力用户
4750,2025-03-26 06:25:06,1,204.76,5,4,1,1,6,流失风险用户
4756,2025-03-22 07:57:17,1,790.05,9,4,1,3,8,潜力用户
4759,2025-03-16 12:48:41,2,1663.2199999999998,15,3,4,5,12,潜力用户
4760,2025-03-29 19:18:40,8,5378.9,2,5,5,5,15,高价值用户
4762,2025-03-06 23:57:18,1,518.6,25,1,1,2,4,流失风险用户
4765,2025-03-24 16:44:45,4,1556.59,7,4,5,5,14,高价值用户
4766,2025-03-30 18:59:39,1,537.53,1,5,1,2,8,流失风险用户
4767,2025-03-01 13:19:38,1,639.82,30,1,1,3,5,流失风险用户
4769,2025-03-12 14:06:46,1,323.49,19,2,1,2,5,流失风险用户
4774,2025-03-21 14:12:04,1,736.13,10,3,1,3,7,潜力用户
4775,2025-03-21 08:13:04,4,1711.73,10,3,5,5,13,潜力用户
4786,2025-03-15 21:12:12,1,112.8,16,2,1,1,4,流失风险用户
4796,2025-03-09 22:45:38,1,329.58,22,2,1,2,5,流失风险用户
4799,2025-03-11 17:03:51,1,382.51,20,2,1,2,5,流失风险用户
4800,2025-03-22 02:38:01,3,2026.6399999999999,9,4,5,5,14,高价值用户
4802,2025-03-01 09:26:27,1,157.12,30,1,1,1,3,流失风险用户
4804,2025-03-23 23:47:21,1,896.2,8,4,1,4,9,潜力用户
4807,2025-03-19 01:45:10,1,295.44,12,3,1,1,5,流失风险用户
4813,2025-03-09 16:16:59,1,282.58,22,2,1,1,4,流失风险用户
4816,2025-03-25 13:55:02,2,1870.8400000000001,6,4,4,5,13,高价值用户
4823,2025-03-27 18:27:38,2,853.28,4,5,4,3,12,潜力用户
4824,2025-03-15 03:05:33,1,798.3,16,2,1,3,6,流失风险用户
4828,2025-03-08 15:35:25,1,176.66,23,1,1,1,3,流失风险用户
4829,2025-03-18 03:05:15,1,74.98,13,3,1,1,5,流失风险用户
4831,2025-03-05 11:58:22,1,200.68,26,1,1,1,3,流失风险用户
4833,2025-03-24 00:57:32,1,489.98,7,4,1,2,7,流失风险用户
4837,2025-03-13 21:57:18,1,402.29,18,2,1,2,5,流失风险用户
4838,2025-03-05 22:23:00,3,1252.4699999999998,26,1,5,4,10,流失风险用户
4839,2025-03-28 04:03:55,1,548.17,3,5,1,2,8,流失风险用户
4841,2025-03-29 08:58:32,1,114.37,2,5,1,1,7,流失风险用户
4842,2025-03-23 05:26:17,1,448.13,8,4,1,2,7,流失风险用户
4844,2025-03-08 02:42:38,1,81.35,23,1,1,1,3,流失风险用户
4846,2025-03-15 07:27:30,1,773.05,16,2,1,3,6,流失风险用户
4853,2025-03-27 16:54:09,5,3088.22,4,5,5,5,15,高价值用户
4858,2025-03-26 04:23:44,1,206.84,5,4,1,1,6,流失风险用户
4860,2025-03-10 04:38:21,1,715.57,21,2,1,3,6,流失风险用户
4869,2025-03-20 22:14:25,1,757.86,11,3,1,3,7,潜力用户
4872,2025-03-15 07:13:33,2,1197.94,16,2,4,4,10,流失风险用户
4877,2025-03-10 14:57:09,1,909.8,21,2,1,4,7,流失风险用户
4878,2025-03-10 02:44:51,2,1575.13,21,2,4,5,11,流失风险用户
4882,2025-03-12 07:48:32,1,363.11,19,2,1,2,5,流失风险用户
4889,2025-03-29 07:28:17,1,166.21,2,5,1,1,7,流失风险用户
4894,2025-03-30 05:34:46,14,7395.98,1,5,5,5,15,高价值用户
4903,2025-03-16 23:00:40,1,327.47,15,3,1,2,6,流失风险用户
4904,2025-03-17 08:13:44,1,848.33,14,3,1,3,7,潜力用户
4905,2025-03-28 03:14:22,1,91.33,3,5,1,1,7,流失风险用户
4914,2025-03-20 20:41:45,1,146.05,11,3,1,1,5,流失风险用户
4916,2025-03-09 14:37:35,1,71.3,22,2,1,1,4,流失风险用户
4920,2025-03-21 07:19:01,2,1192.09,10,3,4,4,11,潜力用户
4937,2025-03-28 07:00:23,2,466.9,3,5,4,2,11,潜力用户
4946,2025-03-24 17:42:56,3,1571.68,7,4,5,5,14,高价值用户
4957,2025-03-09 06:34:06,1,544.74,22,2,1,2,5,流失风险用户
4960,2025-03-12 23:27:00,1,1014.89,19,2,1,4,7,流失风险用户
4967,2025-03-21 14:00:00,3,931.48,10,3,5,4,12,潜力用户
4975,2025-03-24 21:21:56,1,951.74,7,4,1,4,9,潜力用户
4982,2025-03-13 04:27:14,1,1109.67,18,2,1,4,7,流失风险用户
4985,2025-03-28 11:03:18,8,2457.1600000000003,3,5,5,5,15,高价值用户
4986,2025-03-11 23:03:50,1,771.02,20,2,1,3,6,流失风险用户
5000,2025-03-17 15:11:12,1,1086.42,14,3,1,4,8,潜力用户
5003,2025-03-28 23:59:43,1,432.9,3,5,1,2,8,流失风险用户
5004,2025-03-20 01:47:48,1,614.51,11,3,1,3,7,潜力用户
5005,2025-03-08 02:24:21,1,527.54,23,1,1,2,4,流失风险用户
5006,2025-03-16 23:45:31,1,777.51,15,3,1,3,7,潜力用户
5008,2025-03-24 08:53:08,2,775.15,7,4,4,3,11,潜力用户
5013,2025-03-23 23:32:24,1,753.51,8,4,1,3,8,潜力用户
5017,2025-03-24 12:31:48,1,941.67,7,4,1,4,9,潜力用户
5019,2025-03-12 05:09:11,1,804.73,19,2,1,3,6,流失风险用户
5026,2025-03-06 17:56:03,1,1110.64,25,1,1,4,6,流失风险用户
5027,2025-03-10 05:37:04,1,896.99,21,2,1,4,7,流失风险用户
5040,2025-03-19 00:53:30,1,837.01,12,3,1,3,7,潜力用户
5046,2025-03-07 05:05:29,1,697.56,24,1,1,3,5,流失风险用户
5047,2025-03-22 23:57:16,1,554.01,9,4,1,2,7,流失风险用户
5050,2025-03-27 06:57:39,1,889.73,4,5,1,4,10,潜力用户
5061,2025-03-29 23:30:44,3,1796.0700000000002,2,5,5,5,15,高价值用户
5064,2025-03-10 00:44:36,1,279.98,21,2,1,1,4,流失风险用户
5067,2025-03-30 16:07:11,6,4599.49,1,5,5,5,15,高价值用户
5068,2025-03-21 14:46:15,1,630.31,10,3,1,3,7,潜力用户
5073,2025-03-15 00:05:29,1,18.27,16,2,1,1,4,流失风险用户
5077,2025-03-28 18:20:42,6,4217.03,3,5,5,5,15,高价值用户
5081,2025-03-06 13:57:31,1,874.98,25,1,1,4,6,流失风险用户
5082,2025-03-30 11:57:14,83,43813.22,1,5,5,5,15,高价值用户
5085,2025-03-30 15:03:21,5,3030.55,1,5,5,5,15,高价值用户
5087,2025-03-05 20:09:51,1,632.79,26,1,1,3,5,流失风险用户
5088,2025-03-05 00:28:01,1,745.55,26,1,1,3,5,流失风险用户
5089,2025-03-23 16:19:01,1,180.52,8,4,1,1,6,流失风险用户
5091,2025-03-27 01:46:20,1,627.84,4,5,1,3,9,潜力用户
5092,2025-03-24 08:09:18,2,677.26,7,4,4,3,11,潜力用户
5097,2025-03-05 01:58:56,1,959.29,26,1,1,4,6,流失风险用户
5099,2025-03-19 21:01:58,2,719.5,12,3,4,3,10,潜力用户
5102,2025-03-30 14:49:42,2,682.18,1,5,4,3,12,潜力用户
5104,2025-03-27 03:21:03,1,264.5,4,5,1,1,7,流失风险用户
5105,2025-03-04 21:14:49,1,323.62,27,1,1,2,4,流失风险用户
5106,2025-03-08 01:10:55,1,957.79,23,1,1,4,6,流失风险用户
5107,2025-03-18 01:16:03,4,2336.02,13,3,5,5,13,潜力用户
5108,2025-03-08 19:49:08,1,915.83,23,1,1,4,6,流失风险用户
5124,2025-03-13 19:00:34,2,603.3199999999999,18,2,4,2,8,流失风险用户
5125,2025-03-18 20:34:51,3,1060.42,13,3,5,4,12,潜力用户
5127,2025-03-16 11:40:59,2,758.07,15,3,4,3,10,潜力用户
5131,2025-03-28 08:22:28,1,835.71,3,5,1,3,9,潜力用户
5137,2025-03-22 17:18:13,9,6185.58,9,4,5,5,14,高价值用户
5138,2025-03-16 13:55:41,2,614.92,15,3,4,3,10,潜力用户
5140,2025-03-28 01:25:51,5,3285.7200000000003,3,5,5,5,15,高价值用户
5155,2025-03-08 15:00:17,1,394.86,23,1,1,2,4,流失风险用户
5156,2025-03-27 05:30:16,4,2060.11,4,5,5,5,15,高价值用户
5163,2025-03-05 23:02:48,1,810.73,26,1,1,3,5,流失风险用户
5164,2025-03-10 03:45:05,1,521.9,21,2,1,2,5,流失风险用户
5165,2025-03-28 02:17:57,4,1891.76,3,5,5,5,15,高价值用户
5171,2025-03-18 21:21:36,1,648.98,13,3,1,3,7,潜力用户
5172,2025-03-03 09:06:48,1,132.08,28,1,1,1,3,流失风险用户
5173,2025-03-30 20:15:28,29,13642.28,1,5,5,5,15,高价值用户
5175,2025-03-21 20:36:59,2,900.75,10,3,4,4,11,潜力用户
5176,2025-03-08 15:01:46,1,209.47,23,1,1,1,3,流失风险用户
5178,2025-03-23 16:29:01,2,922.64,8,4,4,4,12,高价值用户
5181,2025-03-19 19:38:22,1,445.92,12,3,1,2,6,流失风险用户
5184,2025-03-23 06:50:19,3,2374.42,8,4,5,5,14,高价值用户
5185,2025-03-05 05:51:09,1,530.13,26,1,1,2,4,流失风险用户
5188,2025-03-26 18:11:04,1,614.28,5,4,1,3,8,潜力用户
5189,2025-03-18 07:10:28,1,160.8,13,3,1,1,5,流失风险用户
5192,2025-03-24 07:49:23,1,887.37,7,4,1,4,9,潜力用户
5194,2025-03-17 10:14:44,2,1813.9499999999998,14,3,4,5,12,潜力用户
5198,2025-03-30 13:13:36,1,408.77,1,5,1,2,8,流失风险用户
5201,2025-03-25 17:00:19,4,2143.1,6,4,5,5,14,高价值用户
5204,2025-03-11 09:55:58,1,816.74,20,2,1,3,6,流失风险用户
5207,2025-03-06 10:53:45,1,149.01,25,1,1,1,3,流失风险用户
5209,2025-03-09 16:55:48,1,744.75,22,2,1,3,6,流失风险用户
5212,2025-03-18 02:46:06,1,47.33,13,3,1,1,5,流失风险用户
5213,2025-03-20 19:42:23,2,1575.44,11,3,4,5,12,潜力用户
5214,2025-03-15 02:09:22,2,493.63,16,2,4,2,8,流失风险用户
5218,2025-03-15 18:56:44,1,1010.56,16,2,1,4,7,流失风险用户
5219,2025-03-25 10:29:29,1,665.28,6,4,1,3,8,潜力用户
5226,2025-03-16 04:46:17,2,1253.95,15,3,4,4,11,潜力用户
5231,2025-03-12 14:41:19,2,1081.8899999999999,19,2,4,4,10,流失风险用户
5234,2025-03-01 04:29:28,1,142.74,30,1,1,1,3,流失风险用户
5236,2025-03-29 12:26:55,4,2167.99,2,5,5,5,15,高价值用户
5238,2025-03-01 17:21:58,1,1022.63,30,1,1,4,6,流失风险用户
5241,2025-03-29 12:01:30,1,819.09,2,5,1,3,9,潜力用户
5243,2025-03-07 00:40:08,1,160.98,24,1,1,1,3,流失风险用户
5245,2025-03-21 20:30:32,2,1004.31,10,3,4,4,11,潜力用户
5249,2025-03-01 12:21:38,1,441.65,30,1,1,2,4,流失风险用户
5251,2025-03-02 02:00:30,1,266.35,29,1,1,1,3,流失风险用户
5254,2025-03-07 08:12:25,1,45.14,24,1,1,1,3,流失风险用户
5256,2025-03-26 02:53:13,6,2762.56,5,4,5,5,14,高价值用户
5259,2025-03-20 15:44:50,2,74.21,11,3,4,1,8,潜力用户
5262,2025-03-06 12:48:46,1,192.86,25,1,1,1,3,流失风险用户
5263,2025-03-30 10:30:30,1,18.17,1,5,1,1,7,流失风险用户
5268,2025-03-18 06:55:02,2,437.88000000000005,13,3,4,2,9,潜力用户
5273,2025-03-23 11:37:57,4,2326.0299999999997,8,4,5,5,14,高价值用户
5274,2025-03-16 08:46:18,1,746.09,15,3,1,3,7,潜力用户
5284,2025-03-26 23:21:31,1,612.44,5,4,1,3,8,潜力用户
5288,2025-03-17 06:06:15,3,2059.5299999999997,14,3,5,5,13,潜力用户
5290,2025-03-30 15:29:34,1,257.66,1,5,1,1,7,流失风险用户
5291,2025-03-23 19:52:09,1,324.72,8,4,1,2,7,流失风险用户
5292,2025-03-15 16:09:31,3,1723.3600000000001,16,2,5,5,12,流失风险用户
5298,2025-03-22 03:09:40,3,1396.9099999999999,9,4,5,5,14,高价值用户
5300,2025-03-29 21:20:13,1,1057.6,2,5,1,4,10,潜力用户
5302,2025-03-05 19:22:53,1,922.64,26,1,1,4,6,流失风险用户
5308,2025-03-25 05:50:54,4,1746.23,6,4,5,5,14,高价值用户
5310,2025-03-16 22:49:05,1,746.46,15,3,1,3,7,潜力用户
5329,2025-03-16 19:02:45,1,175.02,15,3,1,1,5,流失风险用户
5332,2025-03-23 08:02:03,1,187.43,8,4,1,1,6,流失风险用户
5333,2025-03-26 08:05:27,3,1680.1599999999999,5,4,5,5,14,高价值用户
5335,2025-03-16 08:51:23,1,412.16,15,3,1,2,6,流失风险用户
5336,2025-03-30 05:08:09,4,2252.37,1,5,5,5,15,高价值用户
5338,2025-03-22 23:58:12,2,1480.95,9,4,4,5,13,高价值用户
5339,2025-03-26 15:30:22,28,14092.45,5,4,5,5,14,高价值用户
5340,2025-03-01 05:20:23,1,731.57,30,1,1,3,5,流失风险用户
5341,2025-03-30 16:44:18,4,2406.47,1,5,5,5,15,高价值用户
5343,2025-03-28 04:17:35,3,1660.71,3,5,5,5,15,高价值用户
5345,2025-03-07 14:27:36,1,433.0,24,1,1,2,4,流失风险用户
5351,2025-03-03 00:46:38,1,436.91,28,1,1,2,4,流失风险用户
5352,2025-03-06 22:59:22,1,535.81,25,1,1,2,4,流失风险用户
5357,2025-03-27 19:34:16,1,402.03,4,5,1,2,8,流失风险用户
5360,2025-03-06 11:31:47,1,457.37,25,1,1,2,4,流失风险用户
5361,2025-03-16 05:34:59,1,547.38,15,3,1,2,6,流失风险用户
5368,2025-03-21 20:26:32,6,2498.77,10,3,5,5,13,潜力用户
5369,2025-03-12 01:53:37,1,62.19,19,2,1,1,4,流失风险用户
5371,2025-03-29 23:21:18,8,5107.29,2,5,5,5,15,高价值用户
5378,2025-03-24 23:47:31,1,679.31,7,4,1,3,8,潜力用户
5380,2025-03-05 23:12:30,1,174.86,26,1,1,1,3,流失风险用户
5382,2025-03-29 02:32:39,1,479.91,2,5,1,2,8,流失风险用户
5387,2025-03-18 15:32:15,1,11.98,13,3,1,1,5,流失风险用户
5388,2025-03-09 14:47:16,1,383.79,22,2,1,2,5,流失风险用户
5391,2025-03-06 10:22:12,1,183.37,25,1,1,1,3,流失风险用户
5392,2025-03-11 19:17:19,1,293.07,20,2,1,1,4,流失风险用户
5394,2025-03-09 19:38:18,1,140.68,22,2,1,1,4,流失风险用户
5398,2025-03-20 08:55:08,25,14122.44,11,3,5,5,13,潜力用户
5399,2025-03-16 00:31:36,1,182.27,15,3,1,1,5,流失风险用户
5403,2025-03-27 07:02:57,2,327.11,4,5,4,2,11,潜力用户
5404,2025-03-27 10:44:32,1,284.72,4,5,1,1,7,流失风险用户
5405,2025-03-24 05:28:23,1,918.34,7,4,1,4,9,潜力用户
5408,2025-03-13 17:06:25,1,1046.03,18,2,1,4,7,流失风险用户
5409,2025-03-26 16:52:21,1,983.89,5,4,1,4,9,潜力用户
5412,2025-03-24 23:08:24,1,891.05,7,4,1,4,9,潜力用户
5413,2025-03-14 01:44:35,1,867.9,17,2,1,4,7,流失风险用户
5422,2025-03-14 11:17:10,3,1464.1200000000001,17,2,5,5,12,流失风险用户
5424,2025-03-10 15:36:48,1,845.61,21,2,1,3,6,流失风险用户
5426,2025-03-28 10:27:06,2,651.93,3,5,4,3,12,潜力用户
5430,2025-03-24 04:10:46,1,956.63,7,4,1,4,9,潜力用户
5431,2025-03-14 23:41:11,1,759.1,17,2,1,3,6,流失风险用户
5433,2025-03-26 13:52:45,1,811.97,5,4,1,3,8,潜力用户
5435,2025-03-03 21:05:18,1,167.77,28,1,1,1,3,流失风险用户
5436,2025-03-28 16:48:28,4,2396.67,3,5,5,5,15,高价值用户
5438,2025-03-03 02:35:24,1,833.81,28,1,1,3,5,流失风险用户
5441,2025-03-09 19:26:55,1,18.09,22,2,1,1,4,流失风险用户
5444,2025-03-11 05:56:35,1,461.62,20,2,1,2,5,流失风险用户
5445,2025-03-26 21:20:58,14,6403.41,5,4,5,5,14,高价值用户
5457,2025-03-14 23:23:56,2,998.45,17,2,4,4,10,流失风险用户
5460,2025-03-30 01:15:05,1,640.25,1,5,1,3,9,潜力用户
5466,2025-03-23 11:16:04,1,18.62,8,4,1,1,6,流失风险用户
5468,2025-03-11 20:06:44,1,753.41,20,2,1,3,6,流失风险用户
5472,2025-03-30 05:49:37,2,737.86,1,5,4,3,12,潜力用户
5474,2025-03-17 02:40:06,5,2102.96,14,3,5,5,13,潜力用户
5476,2025-03-25 15:41:56,1,1090.6,6,4,1,4,9,潜力用户
5478,2025-03-07 19:46:06,1,908.08,24,1,1,4,6,流失风险用户
5479,2025-03-20 09:32:40,1,36.6,11,3,1,1,5,流失风险用户
5481,2025-03-17 10:29:37,1,247.01,14,3,1,1,5,流失风险用户
5489,2025-03-27 05:51:29,1,589.36,4,5,1,2,8,流失风险用户
5491,2025-03-30 01:34:35,1,555.84,1,5,1,2,8,流失风险用户
5494,2025-03-26 09:59:31,3,2826.38,5,4,5,5,14,高价值用户
5497,2025-03-13 17:07:04,1,861.57,18,2,1,4,7,流失风险用户
5505,2025-03-28 03:00:02,1,161.8,3,5,1,1,7,流失风险用户
5506,2025-03-23 17:42:38,1,270.47,8,4,1,1,6,流失风险用户
5507,2025-03-13 10:52:05,1,231.6,18,2,1,1,4,流失风险用户
5509,2025-03-24 02:40:28,1,971.74,7,4,1,4,9,潜力用户
5510,2025-03-18 20:54:15,2,1575.26,13,3,4,5,12,潜力用户
5512,2025-03-28 23:09:41,6,2227.74,3,5,5,5,15,高价值用户
5513,2025-03-05 18:51:12,2,727.6099999999999,26,1,4,3,8,流失风险用户
5516,2025-03-29 20:45:50,1,143.59,2,5,1,1,7,流失风险用户
5522,2025-03-21 06:09:28,1,459.22,10,3,1,2,6,流失风险用户
5526,2025-03-15 20:35:56,1,773.06,16,2,1,3,6,流失风险用户
5530,2025-03-26 20:22:48,4,1319.1699999999998,5,4,5,4,13,高价值用户
5533,2025-03-10 13:53:12,1,358.04,21,2,1,2,5,流失风险用户
5535,2025-03-30 18:19:20,1,792.23,1,5,1,3,9,潜力用户
5536,2025-03-02 19:44:03,1,514.37,29,1,1,2,4,流失风险用户
5537,2025-03-09 08:12:38,1,46.0,22,2,1,1,4,流失风险用户
5538,2025-03-20 19:12:17,1,429.51,11,3,1,2,6,流失风险用户
5539,2025-03-23 02:11:52,1,401.94,8,4,1,2,7,流失风险用户
5542,2025-03-13 01:09:54,2,1558.33,18,2,4,5,11,流失风险用户
5547,2025-03-29 01:12:19,2,1869.17,2,5,4,5,14,高价值用户
5551,2025-03-03 07:06:05,1,943.69,28,1,1,4,6,流失风险用户
5553,2025-03-21 02:40:37,3,1869.78,10,3,5,5,13,潜力用户
5559,2025-03-26 03:54:48,3,479.03,5,4,5,2,11,潜力用户
5561,2025-03-24 13:07:44,1,993.43,7,4,1,4,9,潜力用户
5565,2025-03-17 09:44:09,1,726.31,14,3,1,3,7,潜力用户
5567,2025-03-29 23:03:08,14,7648.1,2,5,5,5,15,高价值用户
5568,2025-03-01 11:31:22,1,735.04,30,1,1,3,5,流失风险用户
5574,2025-03-01 17:16:29,1,727.78,30,1,1,3,5,流失风险用户
5575,2025-03-21 07:07:27,1,153.92,10,3,1,1,5,流失风险用户
5584,2025-03-23 14:39:52,1,762.74,8,4,1,3,8,潜力用户
5588,2025-03-02 17:24:11,1,293.47,29,1,1,1,3,流失风险用户
5593,2025-03-14 22:30:56,1,932.64,17,2,1,4,7,流失风险用户
5596,2025-03-26 06:12:54,3,1933.1399999999999,5,4,5,5,14,高价值用户
5597,2025-03-04 12:21:39,1,963.15,27,1,1,4,6,流失风险用户
5601,2025-03-28 14:41:32,2,1543.94,3,5,4,5,14,高价值用户
5605,2025-03-08 13:03:54,1,256.54,23,1,1,1,3,流失风险用户
5606,2025-03-19 23:39:23,2,825.7,12,3,4,3,10,潜力用户
5611,2025-03-06 18:31:57,1,967.62,25,1,1,4,6,流失风险用户
5613,2025-03-05 03:25:00,1,31.5,26,1,1,1,3,流失风险用户
5614,2025-03-29 10:52:05,3,2471.81,2,5,5,5,15,高价值用户
5619,2025-03-12 02:48:25,3,1123.7,19,2,5,4,11,流失风险用户
5624,2025-03-10 06:51:09,1,162.63,21,2,1,1,4,流失风险用户
5627,2025-03-25 08:20:04,2,1615.76,6,4,4,5,13,高价值用户
5631,2025-03-30 03:43:16,1,457.01,1,5,1,2,8,流失风险用户
5632,2025-03-21 17:56:14,1,769.75,10,3,1,3,7,潜力用户
5637,2025-03-29 08:21:51,2,1047.5,2,5,4,4,13,高价值用户
5638,2025-03-21 20:53:06,1,462.16,10,3,1,2,6,流失风险用户
5639,2025-03-30 13:16:38,3,1755.1399999999999,1,5,5,5,15,高价值用户
5643,2025-03-08 08:27:48,1,796.73,23,1,1,3,5,流失风险用户
5646,2025-03-26 06:27:56,4,2079.51,5,4,5,5,14,高价值用户
5648,2025-03-27 16:00:58,1,43.68,4,5,1,1,7,流失风险用户
5660,2025-03-04 10:08:24,1,61.08,27,1,1,1,3,流失风险用户
5662,2025-03-10 12:59:01,1,152.4,21,2,1,1,4,流失风险用户
5666,2025-03-06 20:54:57,1,790.74,25,1,1,3,5,流失风险用户
5667,2025-03-18 12:29:34,1,581.52,13,3,1,2,6,流失风险用户
5669,2025-03-04 03:10:26,1,828.73,27,1,1,3,5,流失风险用户
5670,2025-03-14 10:45:16,1,894.08,17,2,1,4,7,流失风险用户
5675,2025-03-23 07:40:17,1,1075.09,8,4,1,4,9,潜力用户
5679,2025-03-04 15:04:55,1,198.91,27,1,1,1,3,流失风险用户
5684,2025-03-02 17:07:48,1,511.65,29,1,1,2,4,流失风险用户
5691,2025-03-30 20:05:06,1,450.61,1,5,1,2,8,流失风险用户
5694,2025-03-16 06:07:00,2,1062.5,15,3,4,4,11,潜力用户
5697,2025-03-20 02:37:58,1,1131.89,11,3,1,4,8,潜力用户
5701,2025-03-07 11:27:07,1,823.77,24,1,1,3,5,流失风险用户
5703,2025-03-21 23:22:53,1,656.77,10,3,1,3,7,潜力用户
5706,2025-03-20 05:42:26,1,387.59,11,3,1,2,6,流失风险用户
